wavenum,freq,power
-142.0,-0.32222222222222224,2.90271752264761e-09
-142.0,-0.31666666666666665,3.7431606022987037e-10
-142.0,-0.3111111111111111,3.4125474664957013e-09
-142.0,-0.3055555555555556,1.126854949334044e-09
-142.0,-0.3,1.075448343710543e-09
-142.0,-0.29444444444444445,9.314146886142392e-09
-142.0,-0.28888888888888886,6.537510993415264e-10
-142.0,-0.2833333333333333,8.31743495999791e-09
-142.0,-0.2777777777777778,2.6686361074845974e-09
-142.0,-0.2722222222222222,4.159161585473456e-09
-142.0,-0.26666666666666666,3.0618098177611205e-09
-142.0,-0.2611111111111111,2.3511273287388286e-09
-142.0,-0.25555555555555554,3.4782209769552787e-09
-142.0,-0.25,4.363600670975214e-09
-142.0,-0.24444444444444444,2.685815917420612e-09
-142.0,-0.2388888888888889,5.119178860190431e-09
-142.0,-0.23333333333333334,1.2121796751855707e-09
-142.0,-0.22777777777777777,2.8977413584019423e-09
-142.0,-0.2222222222222222,2.1162294213221214e-09
-142.0,-0.21666666666666667,3.073304602410675e-09
-142.0,-0.2111111111111111,1.437042235371261e-09
-142.0,-0.20555555555555555,2.3376018972685426e-09
-142.0,-0.2,1.81616347460143e-09
-142.0,-0.19444444444444445,5.206289449968871e-09
-142.0,-0.18888888888888888,6.667251810537055e-10
-142.0,-0.18333333333333332,3.3544627060357604e-09
-142.0,-0.17777777777777778,6.962612566673374e-09
-142.0,-0.17222222222222222,3.6589295348467817e-09
-142.0,-0.16666666666666666,1.7508968583553775e-09
-142.0,-0.16111111111111112,7.983381305916746e-10
-142.0,-0.15555555555555556,1.2636057102448927e-09
-142.0,-0.15,2.9353357643103733e-09
-142.0,-0.14444444444444443,5.259608021397774e-09
-142.0,-0.1388888888888889,1.6479867167605623e-09
-142.0,-0.13333333333333333,5.517624668999055e-09
-142.0,-0.12777777777777777,5.4563993373123416e-09
-142.0,-0.12222222222222222,1.473636637932268e-08
-142.0,-0.11666666666666667,8.589070208729608e-09
-142.0,-0.1111111111111111,1.3179466128540378e-08
-142.0,-0.10555555555555556,2.0731293101560988e-09
-142.0,-0.1,1.771777642044976e-08
-142.0,-0.09444444444444444,1.912989130849003e-09
-142.0,-0.08888888888888889,4.025015980136369e-09
-142.0,-0.08333333333333333,4.062316337824647e-09
-142.0,-0.07777777777777778,7.0821688294313635e-09
-142.0,-0.07222222222222222,7.238752377031231e-09
-142.0,-0.06666666666666667,1.055157954329266e-08
-142.0,-0.06111111111111111,8.746551223210835e-09
-142.0,-0.05555555555555555,2.223929893647912e-08
-142.0,-0.05,5.130060119116123e-09
-142.0,-0.044444444444444446,9.345762291727362e-09
-142.0,-0.03888888888888889,4.833212023321068e-09
-142.0,-0.03333333333333333,1.1306139548865286e-08
-142.0,-0.027777777777777776,9.288812462660805e-09
-142.0,-0.022222222222222223,2.593177571763378e-08
-142.0,-0.016666666666666666,2.1693664526685513e-09
-142.0,-0.011111111111111112,1.9505641763208404e-08
-142.0,-0.005555555555555556,6.23026350583198e-09
-142.0,0.0,2.4145385145585723e-08
-142.0,0.005555555555555556,1.5156576638168948e-08
-142.0,0.011111111111111112,2.0836043935598486e-08
-142.0,0.016666666666666666,5.566054173111329e-09
-142.0,0.022222222222222223,1.7590843013463954e-08
-142.0,0.027777777777777776,7.420129550667894e-09
-142.0,0.03333333333333333,8.496423710108845e-09
-142.0,0.03888888888888889,8.370056840589458e-09
-142.0,0.044444444444444446,1.1056949512024403e-08
-142.0,0.05,5.92733897413904e-09
-142.0,0.05555555555555555,1.1596583538476074e-08
-142.0,0.06111111111111111,1.1801446372587202e-09
-142.0,0.06666666666666667,8.58709391873913e-09
-142.0,0.07222222222222222,8.019785936423291e-09
-142.0,0.07777777777777778,5.180231751343185e-09
-142.0,0.08333333333333333,2.857012497123697e-09
-142.0,0.08888888888888889,4.902258858552578e-10
-142.0,0.09444444444444444,7.316422557334883e-09
-142.0,0.1,6.73524227657709e-09
-142.0,0.10555555555555556,1.1475676033854303e-09
-142.0,0.1111111111111111,1.4759960462113366e-08
-142.0,0.11666666666666667,3.0907514166400743e-09
-142.0,0.12222222222222222,8.589141529147564e-09
-142.0,0.12777777777777777,2.1051211310901245e-09
-142.0,0.13333333333333333,2.987029897212071e-09
-142.0,0.1388888888888889,1.9693305138106026e-09
-142.0,0.14444444444444443,4.151813013484339e-09
-142.0,0.15,1.2900648386183371e-09
-142.0,0.15555555555555556,1.913508064578022e-09
-142.0,0.16111111111111112,3.49866414279454e-09
-142.0,0.16666666666666666,2.1182787901806836e-09
-142.0,0.17222222222222222,4.183995931453356e-09
-142.0,0.17777777777777778,2.0038272792865947e-09
-142.0,0.18333333333333332,6.121085710817935e-09
-142.0,0.18888888888888888,2.4130568699903227e-10
-142.0,0.19444444444444445,3.984779873144666e-09
-142.0,0.2,4.257103754522991e-09
-142.0,0.20555555555555555,5.553228286262165e-09
-142.0,0.2111111111111111,1.7779574961509793e-09
-142.0,0.21666666666666667,5.10827244211633e-09
-142.0,0.2222222222222222,3.749284681932767e-09
-142.0,0.22777777777777777,3.852342148586667e-09
-142.0,0.23333333333333334,2.6161258543314333e-09
-142.0,0.2388888888888889,7.396538631408225e-10
-142.0,0.24444444444444444,1.955741027759156e-09
-142.0,0.25,9.253459076169167e-10
-142.0,0.25555555555555554,3.0743647166733555e-09
-142.0,0.2611111111111111,5.069652080248881e-09
-142.0,0.26666666666666666,1.5850203756229242e-09
-142.0,0.2722222222222222,1.2920133171750052e-09
-142.0,0.2777777777777778,3.887070562539921e-09
-142.0,0.2833333333333333,2.446005247978481e-09
-142.0,0.28888888888888886,7.20640636571622e-10
-142.0,0.29444444444444445,7.944909858520083e-10
-142.0,0.3,5.854038686141556e-10
-142.0,0.3055555555555556,1.1333815963307812e-09
-142.0,0.3111111111111111,3.7957176406839725e-09
-142.0,0.31666666666666665,2.0979370299493572e-09
-142.0,0.32222222222222224,2.2981526155900864e-09
-142.0,0.3277777777777778,5.543230991299278e-10
-142.0,0.3333333333333333,1.7642491370295054e-09
-142.0,0.3388888888888889,4.072183226151058e-09
-142.0,0.34444444444444444,2.053598209183641e-09
-142.0,0.35,1.5152712163465388e-09
-142.0,0.35555555555555557,1.6961656206334777e-09
-142.0,0.3611111111111111,1.0464767839072877e-09
-142.0,0.36666666666666664,4.756178250628937e-09
-142.0,0.37222222222222223,6.561750331127672e-10
-142.0,0.37777777777777777,9.789392969404234e-10
-142.0,0.38333333333333336,1.7180848284795258e-10
-142.0,0.3888888888888889,1.3899157526182717e-09
-142.0,0.39444444444444443,4.632120632799571e-10
-142.0,0.4,4.636937572229851e-10
-142.0,0.40555555555555556,4.1871358030310216e-10
-142.0,0.4111111111111111,1.4537682007717408e-09
-142.0,0.4166666666666667,1.2444001013918439e-09
-142.0,0.4222222222222222,9.804517338696253e-10
-142.0,0.42777777777777776,3.2011626467191446e-09
-142.0,0.43333333333333335,3.103928149742441e-09
-142.0,0.4388888888888889,9.24696660614542e-10
-142.0,0.4444444444444444,1.2288613295266494e-09
-142.0,0.45,1.8668557771636826e-09
-142.0,0.45555555555555555,8.619641972556886e-10
-142.0,0.46111111111111114,5.203678634628598e-10
-142.0,0.4666666666666667,1.0277517590561016e-09
-142.0,0.4722222222222222,1.231288517771169e-09
-142.0,0.4777777777777778,3.4006586589155996e-10
-142.0,0.48333333333333334,4.4495049656591197e-10
-142.0,0.4888888888888889,1.033926816749487e-09
-142.0,0.49444444444444446,1.6335405873212162e-09
-142.0,0.5,2.1897704082278122e-09
-141.0,-0.5,8.357193422885283e-10
-141.0,-0.49444444444444446,3.064754449015364e-10
-141.0,-0.4888888888888889,2.1974690937619402e-09
-141.0,-0.48333333333333334,1.0367841170999994e-09
-141.0,-0.4777777777777778,1.395698669837115e-09
-141.0,-0.4722222222222222,1.5852038548643748e-09
-141.0,-0.4666666666666667,1.2813315673256452e-09
-141.0,-0.46111111111111114,2.440617824103003e-09
